259688|403331|1|5491115|1|S_259688_1_1
259688|403331|1|5521391|2|S_259688_1_2
259688|403331|1|5521392|3|S_259688_1_3
259688|403331|1|5521393|4|S_259688_1_4
259688|403331|1|5521394|5|S_259688_1_5
259688|403331|1|5521395|6|S_259688_1_6
259688|403331|1|5521396|7|S_259688_1_7
259688|403331|1|5521397|8|S_259688_1_8
1668|4573|1|85987|1|S_1668_1_1
1668|4573|1|86012|2|S_1668_1_2
1668|4573|1|85981|3|S_1668_1_3
1668|4573|1|85983|4|S_1668_1_4
1668|4573|1|86034|5|S_1668_1_5
1668|4573|1|86017|6|S_1668_1_6
1668|4573|1|86027|7|S_1668_1_7
1668|4573|1|85990|8|S_1668_1_8
1668|4573|1|85979|9|S_1668_1_9
1668|4573|1|86043|10|S_1668_1_10
1668|4573|1|86066|11|S_1668_1_11
1668|4573|1|86090|12|S_1668_1_12
1668|4573|1|86077|13|S_1668_1_13
1668|4573|1|86048|14|S_1668_1_14
1668|4573|1|86068|15|S_1668_1_15
1668|4573|1|86067|16|S_1668_1_16
1668|4573|1|86072|17|S_1668_1_17
1668|4573|1|86086|18|S_1668_1_18
1668|4573|1|86060|19|S_1668_1_19
1668|4573|1|86091|20|S_1668_1_20
1668|4573|1|86093|21|S_1668_1_21
1668|4573|1|86094|22|S_1668_1_22
1668|4573|1|86092|23|S_1668_1_23
1668|4573|1|86095|24|S_1668_1_24
1668|4574|2|86118|1|S_1668_2_1
1668|4574|2|86113|2|S_1668_2_2
1668|4574|2|86231|3|S_1668_2_3
